"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","pplhlp","trstlgl","trstplt","vote","stflife","stfeco","stfgov","stfedu","stfhlth","imsmetn","happy","health","hlthhmp","rlgblg","hhmmb","gndr","agea","rshpsts","domicil","edulvlb","eduyrs","pdwrk","emplrel","wrkctra","jbspv","wkhtot","uemp12m","hinctnta","hincfel","prob","stratum","psu"
"ESS11e02",11,"2.0","20.11.2024",57147,"FR",1.0009959,0.91504663,3.184377,2.9138534,0,1,0,2,8,88,1,0,2,1,8,2,3,2,1,1,39,66,5,313,12,1,1,2,2,35,6,2,2,0.00012198827,637,6183
"ESS11e02",11,"2.0","20.11.2024",57162,"FR",1.001139,0.9555653,3.184377,3.04288,5,8,2,2,8,3,3,7,4,1,8,2,3,1,3,1,49,66,3,720,20,1,1,1,1,45,2,10,1,0.000121970814,635,6233
"ESS11e02",11,"2.0","20.11.2024",57168,"FR",0.9981845,0.7613491,3.184377,2.4244225,3,3,3,2,8,5,3,5,7,2,8,1,3,2,4,1,36,2,4,520,14,1,1,1,2,35,2,9,1,0.00012233184,637,6344
"ESS11e02",11,"2.0","20.11.2024",57169,"FR",0.99797297,0.64064556,3.184377,2.040057,2,3,0,1,6,3,0,4,5,8,7,3,1,1,2,1,79,1,3,620,17,0,1,1,1,40,6,7,1,0.00012235777,631,6235
"ESS11e02",11,"2.0","20.11.2024",57172,"FR",1.004374,1.3581895,3.184377,4.324987,6,2,3,1,5,2,4,2,7,2,6,1,3,2,5,2,20,66,3,620,15,0,1,2,2,888,6,88,1,0.00012157796,638,6376
"ESS11e02",11,"2.0","20.11.2024",57182,"FR",0.9919002,0.65791607,3.184377,2.0950527,5,8,5,1,6,5,5,6,4,1,7,4,2,2,2,1,45,66,4,520,16,0,1,1,1,40,2,2,2,0.00012310689,628,6271
"ESS11e02",11,"2.0","20.11.2024",57201,"FR",0.9922559,0.844652,3.184377,2.6896904,7,7,3,1,8,6,4,3,2,2,8,4,2,1,2,2,61,2,4,720,18,0,1,1,2,80,6,5,1,0.00012306275,635,6318
"ESS11e02",11,"2.0","20.11.2024",57228,"FR",1.0014375,1.2560765,3.184377,3.999821,3,2,0,2,4,5,5,8,8,1,6,1,3,1,6,1,22,66,3,313,15,0,6,6,6,666,6,7,2,0.00012193446,622,6223
"ESS11e02",11,"2.0","20.11.2024",57232,"FR",1.0117729,1.0551609,3.184377,3.36003,3,7,2,1,4,3,2,5,4,1,6,2,3,1,4,1,52,1,3,520,12,1,1,1,1,38,6,8,3,0.00012068889,617,6395
"ESS11e02",11,"2.0","20.11.2024",57239,"FR",1.0084652,0.8417741,3.184377,2.680526,6,7,4,1,7,4,3,7,7,2,7,2,3,1,2,1,61,1,3,720,20,0,1,1,1,42,6,7,1,0.00012108475,621,6276
"ESS11e02",11,"2.0","20.11.2024",57259,"FR",0.9906727,1.0080887,3.184377,3.2101345,6,4,5,2,9,5,5,3,8,2,9,2,3,2,1,2,65,66,1,313,12,1,1,1,2,45,6,9,1,0.00012325942,614,6163
"ESS11e02",11,"2.0","20.11.2024",57260,"FR",1.0043916,0.9586697,3.184377,3.0527656,5,6,6,1,8,7,5,6,6,2,8,1,3,2,4,1,54,1,4,720,17,1,1,1,1,50,1,8,2,0.00012157584,635,6370
"ESS11e02",11,"2.0","20.11.2024",57286,"FR",1.0083424,0.7450255,3.184377,2.372442,4,6,1,1,8,4,6,6,6,2,8,2,3,2,4,2,44,2,3,720,17,1,1,1,1,45,1,10,1,0.00012109948,637,6349
"ESS11e02",11,"2.0","20.11.2024",57315,"FR",1.0039649,0.9650659,3.184377,3.0731335,4,5,2,1,5,2,1,2,8,2,7,2,3,1,3,1,53,1,4,323,12,1,1,3,2,30,6,8,2,0.0001216275,631,6259
"ESS11e02",11,"2.0","20.11.2024",57334,"FR",0.9913966,0.6364237,3.184377,2.026613,4,8,3,1,4,3,3,0,4,2,6,3,3,1,2,1,75,1,3,520,17,0,1,1,1,75,6,77,2,0.00012316942,633,6202
"ESS11e02",11,"2.0","20.11.2024",57359,"FR",1.0083424,0.6155737,3.184377,1.9602187,4,8,5,1,7,3,2,1,2,2,7,2,2,1,2,1,77,1,2,710,17,0,1,1,1,50,6,9,1,0.00012109948,637,6349
"ESS11e02",11,"2.0","20.11.2024",57360,"FR",1.0011866,0.7820638,3.184377,2.4903858,7,6,4,2,8,5,6,7,7,2,8,2,3,2,3,2,39,2,4,520,16,1,1,1,2,35,6,8,1,0.000121965015,627,6289
"ESS11e02",11,"2.0","20.11.2024",57365,"FR",1.0053375,1.199932,3.184377,3.8210356,2,7,8,1,6,4,5,4,7,2,7,4,1,1,2,1,74,1,3,113,5,0,1,1,1,60,6,6,1,0.00012146145,623,6306
"ESS11e02",11,"2.0","20.11.2024",57422,"FR",0.99646336,1.261712,3.184377,4.0177665,7,7,88,1,9,8,6,4,9,2,10,4,3,1,2,1,80,1,3,113,9,0,1,1,2,50,2,5,2,0.00012254313,625,6323
"ESS11e02",11,"2.0","20.11.2024",57428,"FR",1.0037961,0.7979695,3.184377,2.5410357,5,5,4,2,7,3,3,4,8,2,8,2,3,1,4,1,53,1,5,321,11,1,1,1,1,43,6,8,2,0.00012164796,628,6274
"ESS11e02",11,"2.0","20.11.2024",57448,"FR",1.0074643,0.7827439,3.184377,2.4925516,6,6,5,1,9,4,5,4,2,1,9,2,3,2,4,2,43,1,2,520,17,1,2,6,2,9,6,9,1,0.000121205034,631,6242
"ESS11e02",11,"2.0","20.11.2024",57462,"FR",1.0030674,0.7892238,3.184377,2.513186,6,6,4,8,8,3,2,88,3,2,8,2,3,2,2,2,65,1,3,313,12,1,1,1,1,41,6,9,2,0.00012173633,627,6287
"ESS11e02",11,"2.0","20.11.2024",57468,"FR",0.9960624,1.4759865,3.184377,4.700097,5,5,3,1,5,0,0,0,0,2,5,2,3,2,1,1,50,66,4,323,12,1,1,1,1,888,6,77,2,0.00012259246,638,6380
"ESS11e02",11,"2.0","20.11.2024",57509,"FR",1.0046194,0.68337923,3.184377,2.176137,0,6,5,1,9,6,6,6,8,2,9,1,3,2,2,2,65,1,5,520,15,1,1,1,2,5,6,10,1,0.00012154826,637,6088
"ESS11e02",11,"2.0","20.11.2024",57579,"FR",0.9880053,0.667144,3.184377,2.124438,6,7,2,2,8,3,5,3,6,2,8,2,3,1,4,2,52,1,5,720,17,1,1,2,1,40,2,8,1,0.0001235922,619,6291
"ESS11e02",11,"2.0","20.11.2024",57586,"FR",1.0047938,1.0252099,3.184377,3.2646546,6,7,6,3,7,6,3,6,6,2,8,2,3,1,1,1,33,66,1,323,12,1,1,1,1,37,2,4,2,0.00012152718,620,6210
"ESS11e02",11,"2.0","20.11.2024",57607,"FR",1.0001879,0.5567093,3.184377,1.7727722,5,7,5,2,8,5,5,6,5,2,8,3,2,1,1,2,60,66,3,520,14,0,1,1,2,32,1,3,2,0.0001220868,618,6255
"ESS11e02",11,"2.0","20.11.2024",57626,"FR",1.0015689,1.5887455,3.184377,5.0591645,5,1,3,3,8,5,3,5,88,1,8,3,2,2,4,2,17,66,1,213,12,0,6,6,6,666,6,77,2,0.00012191848,623,6309
"ESS11e02",11,"2.0","20.11.2024",57661,"FR",0.9902079,1.0003504,3.184377,3.1854925,7,4,2,1,7,0,0,5,5,1,8,2,3,2,4,2,46,1,1,610,15,1,2,6,2,30,1,10,1,0.00012331728,612,6154
"ESS11e02",11,"2.0","20.11.2024",57665,"FR",1.0091318,1.1592361,3.184377,3.6914446,5,2,1,1,6,7,6,3,7,1,5,1,3,1,2,1,28,3,1,720,19,1,1,1,1,37,6,6,2,0.00012100476,617,6412
"ESS11e02",11,"2.0","20.11.2024",57700,"FR",1.0075004,0.72041667,3.184377,2.294078,5,5,5,1,6,3,2,4,5,2,8,2,3,1,1,1,77,66,2,323,12,1,2,6,2,6,6,4,2,0.00012120069,636,6130
"ESS11e02",11,"2.0","20.11.2024",57726,"FR",1.0004289,1.1731218,3.184377,3.735662,7,2,0,1,7,4,2,6,7,3,9,2,3,1,2,2,76,1,4,213,9,0,1,1,2,888,6,77,7,0.000122057405,636,6314
"ESS11e02",11,"2.0","20.11.2024",57727,"FR",0.9820222,0.61049086,3.184377,1.944033,9,7,7,2,7,88,7,5,10,2,6,4,1,1,1,2,78,66,3,620,15,0,1,1,1,50,6,8,1,0.0001243452,640,6081
"ESS11e02",11,"2.0","20.11.2024",57732,"FR",0.9905948,0.82685864,3.184377,2.6330295,4,5,0,1,8,0,0,3,8,4,8,4,1,1,1,1,85,66,1,720,17,0,2,6,1,60,6,10,1,0.00012326911,608,6149
"ESS11e02",11,"2.0","20.11.2024",57737,"FR",1.0053375,0.7641802,3.184377,2.4334378,5,0,0,2,9,1,1,4,0,3,9,2,3,2,4,1,37,2,4,710,18,1,1,1,1,45,6,7,2,0.00012146145,623,6306
"ESS11e02",11,"2.0","20.11.2024",57740,"FR",1.0001162,1.1027983,3.184377,3.5117257,4,4,4,1,4,3,5,5,3,2,7,2,3,1,2,2,57,66,4,520,15,1,1,1,1,42,6,7,2,0.00012209556,638,6374
"ESS11e02",11,"2.0","20.11.2024",57765,"FR",1.007936,0.7831107,3.184377,2.4937196,5,5,5,1,7,1,1,2,7,1,7,2,3,2,4,2,37,2,1,620,18,1,1,1,2,38,2,6,1,0.00012114832,633,6385
"ESS11e02",11,"2.0","20.11.2024",57773,"FR",1.0065565,0.9960801,3.184377,3.1718946,0,7,5,1,9,1,2,1,2,1,7,2,3,2,2,1,67,1,3,720,18,1,2,6,1,50,6,10,1,0.00012131433,638,6377
"ESS11e02",11,"2.0","20.11.2024",57824,"FR",0.99387026,0.95345694,3.184377,3.0361662,4,6,5,2,6,5,4,4,3,2,7,2,3,1,5,2,44,3,4,323,12,1,1,1,2,888,6,5,2,0.00012286287,620,6335
"ESS11e02",11,"2.0","20.11.2024",57852,"FR",1.0121996,1.4527904,3.184377,4.626232,1,1,0,2,7,3,1,2,1,1,7,2,3,1,1,2,38,66,3,313,12,1,1,2,2,35,2,7,1,0.000120638004,617,6413
"ESS11e02",11,"2.0","20.11.2024",57893,"FR",1.0065142,0.88293165,3.184377,2.811587,3,3,5,2,7,5,4,3,2,2,7,2,3,2,1,2,29,66,3,520,14,1,1,1,2,37,2,3,2,0.000121319456,631,6216
"ESS11e02",11,"2.0","20.11.2024",57915,"FR",1.0072211,1.4254429,3.184377,4.5391474,7,4,6,2,2,4,5,8,9,1,3,1,3,1,3,2,19,66,3,313,12,0,6,6,6,666,6,8,1,0.00012123429,622,6353
"ESS11e02",11,"2.0","20.11.2024",57916,"FR",0.99479514,1.1106362,3.184377,3.5366843,2,4,2,2,5,2,3,3,7,2,6,2,3,1,3,1,26,66,1,321,12,1,1,1,2,40,6,4,2,0.00012274864,637,6332
"ESS11e02",11,"2.0","20.11.2024",57920,"FR",1.0102532,1.1523198,3.184377,3.6694205,5,9,5,2,9,7,6,8,6,2,8,2,3,2,1,2,31,66,2,720,18,1,1,1,1,40,1,2,2,0.00012087044,617,6414
"ESS11e02",11,"2.0","20.11.2024",57940,"FR",0.99686,1.1938998,3.184377,3.8018267,4,5,0,1,8,3,3,2,1,2,8,4,1,2,2,1,81,1,4,213,17,0,1,3,2,45,6,4,2,0.00012249437,636,6131
"ESS11e02",11,"2.0","20.11.2024",57942,"FR",0.9924951,1.1973443,3.184377,3.8127956,5,7,0,2,7,3,2,3,8,2,7,4,2,1,1,2,60,66,1,323,12,0,1,1,2,888,1,1,2,0.0001230331,595,6071
"ESS11e02",11,"2.0","20.11.2024",57948,"FR",0.9991207,0.6084286,3.184377,1.937466,3,5,1,1,1,1,0,4,0,2,5,2,3,1,1,2,68,66,3,321,9,0,1,2,2,45,6,2,3,0.00012221721,618,6207
"ESS11e02",11,"2.0","20.11.2024",57964,"FR",0.9902272,1.0103478,3.184377,3.2173283,5,2,1,2,6,3,7,4,6,1,6,3,2,1,5,1,22,66,3,323,12,1,1,2,2,35,6,8,2,0.00012331488,620,6336
"ESS11e02",11,"2.0","20.11.2024",57999,"FR",1.0048445,0.66650146,3.184377,2.122392,5,7,5,1,5,3,3,7,3,2,6,2,3,1,3,1,45,1,3,520,14,1,2,6,2,50,6,88,2,0.00012152103,628,6383
"ESS11e02",11,"2.0","20.11.2024",58013,"FR",1.0002418,1.2066878,3.184377,3.8425488,8,2,5,1,9,3,2,0,2,2,9,2,3,1,2,2,72,1,3,313,16,0,1,1,1,50,6,7,1,0.00012208024,638,6199
"ESS11e02",11,"2.0","20.11.2024",58045,"FR",0.9965492,1.3328155,3.184377,4.244187,0,8,6,3,10,6,5,6,4,2,10,2,3,1,5,1,16,66,1,213,11,0,6,6,6,666,6,1,1,0.00012253258,637,6256
"ESS11e02",11,"2.0","20.11.2024",58077,"FR",1.0058806,0.7486037,3.184377,2.3838363,3,0,0,2,0,0,0,3,0,2,5,3,2,2,3,2,57,66,3,321,10,1,1,1,2,35,2,4,3,0.00012139587,637,6090
"ESS11e02",11,"2.0","20.11.2024",58091,"FR",1.0036118,0.84319186,3.184377,2.6850407,4,5,1,2,10,3,0,6,9,2,10,1,3,2,3,1,28,3,4,520,11,1,1,1,2,52,2,8,1,0.0001216703,636,6141
"ESS11e02",11,"2.0","20.11.2024",58120,"FR",0.99646336,0.7840279,3.184377,2.4966402,2,5,7,2,5,5,5,6,5,2,7,2,3,1,2,2,65,1,3,313,12,0,1,1,2,35,6,8,1,0.00012254313,625,6323
"ESS11e02",11,"2.0","20.11.2024",58127,"FR",1.0005507,1.4160028,3.184377,4.5090866,5,0,0,2,3,0,5,7,6,1,5,3,3,2,1,2,25,66,4,313,13,1,1,1,1,35,6,5,2,0.000122042526,622,6221
"ESS11e02",11,"2.0","20.11.2024",58132,"FR",0.9981892,1.107773,3.184377,3.5275667,5,2,2,2,8,4,3,8,8,3,10,2,3,1,7,2,36,1,3,321,11,0,1,2,2,35,6,6,2,0.00012233126,625,6327
"ESS11e02",11,"2.0","20.11.2024",58158,"FR",1.0029857,1.1130974,3.184377,3.5445218,5,5,2,1,8,2,6,3,4,2,10,1,3,2,4,2,43,1,4,313,15,1,1,1,2,32,6,10,1,0.00012174625,627,6281
"ESS11e02",11,"2.0","20.11.2024",58185,"FR",0.99142605,1.1413773,3.184377,3.6345756,4,0,0,3,88,0,5,3,2,1,9,2,3,2,5,2,19,66,1,321,13,1,1,2,1,39,6,5,2,0.00012316577,619,6337
"ESS11e02",11,"2.0","20.11.2024",58187,"FR",0.9958574,0.80303454,3.184377,2.5571647,8,6,2,1,7,4,3,3,7,2,8,3,3,2,2,1,53,1,4,620,15,1,2,6,1,42,1,8,2,0.0001226177,625,6322
"ESS11e02",11,"2.0","20.11.2024",58202,"FR",0.99847436,0.95302254,3.184377,3.034783,4,7,4,1,7,2,0,4,4,1,6,3,3,2,4,1,46,2,2,720,13,1,7,1,2,40,2,8,3,0.00012229632,617,6404
"ESS11e02",11,"2.0","20.11.2024",58226,"FR",0.98912024,1.2460067,3.184377,3.967755,3,6,4,3,6,5,4,6,7,1,7,1,3,2,4,2,18,66,4,313,12,0,6,6,6,666,6,88,2,0.00012345289,637,6346
"ESS11e02",11,"2.0","20.11.2024",58283,"FR",0.99229944,0.64666355,3.184377,2.0592206,3,0,0,2,10,0,0,0,0,1,10,1,3,2,2,2,57,1,5,313,12,0,1,2,2,8,2,4,2,0.00012305735,629,6225
"ESS11e02",11,"2.0","20.11.2024",58291,"FR",0.99948925,0.9308444,3.184377,2.9641595,2,8,5,1,8,2,5,4,9,1,5,5,1,2,2,2,62,1,4,321,11,0,1,1,1,45,6,8,2,0.00012217215,637,6347
"ESS11e02",11,"2.0","20.11.2024",58295,"FR",1.0121996,1.0225676,3.184377,3.2562408,88,2,3,1,10,5,8,2,5,2,10,2,3,2,4,2,46,1,2,720,20,1,2,6,1,50,6,10,1,0.000120638004,617,6413
"ESS11e02",11,"2.0","20.11.2024",58330,"FR",1.0108478,1.5430773,3.184377,4.9137397,4,6,4,2,7,6,7,6,5,2,5,3,3,1,4,1,18,66,2,313,13,0,6,6,6,666,6,10,1,0.00012079935,617,6364
"ESS11e02",11,"2.0","20.11.2024",58335,"FR",0.98854184,1.2410156,3.184377,3.9518614,4,4,1,2,6,3,5,7,6,2,7,3,2,2,4,2,32,3,3,321,12,0,1,1,2,35,1,3,2,0.00012352511,623,6293
"ESS11e02",11,"2.0","20.11.2024",58346,"FR",1.0043057,0.70006186,3.184377,2.229261,8,3,4,2,8,7,5,7,8,2,8,1,3,1,4,1,36,2,4,520,15,1,1,1,1,40,2,9,1,0.00012158622,620,6217
"ESS11e02",11,"2.0","20.11.2024",58385,"FR",0.9930829,0.6732197,3.184377,2.1437852,5,5,5,1,5,4,4,4,4,3,6,3,3,1,3,2,58,1,4,720,19,1,7,1,1,45,2,8,1,0.00012296028,623,6300
"ESS11e02",11,"2.0","20.11.2024",58386,"FR",0.9919159,0.73037964,3.184377,2.325804,4,3,3,1,7,4,4,7,4,2,7,4,2,1,2,2,50,66,1,520,15,1,1,1,1,45,2,4,2,0.00012310495,624,6367
"ESS11e02",11,"2.0","20.11.2024",58391,"FR",0.9937444,1.1334907,3.184377,3.6094615,3,3,5,2,5,1,1,6,7,2,7,2,3,1,4,2,30,2,3,610,15,1,1,1,1,40,6,8,1,0.00012287842,617,6407
"ESS11e02",11,"2.0","20.11.2024",58397,"FR",0.99057555,1.973075,3.184377,6.283015,6,10,88,3,5,88,88,3,5,2,8,2,3,2,3,2,16,66,4,213,10,0,6,6,6,666,6,88,2,0.00012327151,634,6190
"ESS11e02",11,"2.0","20.11.2024",58399,"FR",1.0111895,1.1567434,3.184377,3.683507,5,7,4,2,6,4,5,2,3,2,8,1,3,2,1,1,46,66,4,323,14,1,2,6,2,38,1,5,2,0.00012075853,634,6229
"ESS11e02",11,"2.0","20.11.2024",58422,"FR",0.9991207,0.58457804,3.184377,1.8615168,3,5,5,1,3,3,3,5,5,2,6,2,3,1,2,1,75,1,3,321,10,0,1,1,1,45,6,4,2,0.00012221721,618,6207
"ESS11e02",11,"2.0","20.11.2024",58436,"FR",0.9896142,0.7730254,3.184377,2.461604,4,4,3,2,5,2,2,1,1,2,5,3,3,2,3,2,54,1,2,510,15,1,1,1,2,40,1,9,2,0.00012339126,625,6326
"ESS11e02",11,"2.0","20.11.2024",58453,"FR",1.0081826,0.91846186,3.184377,2.9247286,5,4,3,1,6,3,2,6,6,1,6,3,3,2,4,1,47,66,3,313,13,1,1,1,2,40,6,5,3,0.000121118675,623,6311
"ESS11e02",11,"2.0","20.11.2024",58471,"FR",0.99236774,0.70959604,3.184377,2.2596211,6,5,88,1,10,88,5,7,7,1,10,2,3,2,2,1,66,1,1,321,12,0,1,1,2,888,6,5,2,0.00012304889,637,6264
"ESS11e02",11,"2.0","20.11.2024",58499,"FR",1.0051031,0.78658146,3.184377,2.5047717,2,5,4,1,1,1,3,4,2,2,9,5,3,1,1,2,72,66,5,313,12,0,2,6,2,70,6,1,4,0.00012148976,631,6237
"ESS11e02",11,"2.0","20.11.2024",58544,"FR",0.99203104,0.7329729,3.184377,2.334062,4,8,6,3,6,2,2,7,5,1,8,2,2,1,3,2,43,66,1,720,17,0,1,2,2,16,1,1,3,0.00012309065,637,6182
"ESS11e02",11,"2.0","20.11.2024",58577,"FR",1.0119712,0.61778873,3.184377,1.9672722,5,4,3,1,8,4,4,4,5,2,8,3,2,1,1,1,74,66,5,510,14,0,1,1,1,60,6,8,1,0.000120665245,637,6220
"ESS11e02",11,"2.0","20.11.2024",58641,"FR",1.0111022,0.9543557,3.184377,3.0390284,4,2,2,2,8,0,0,7,7,2,8,2,3,2,4,1,31,1,4,610,15,1,1,1,2,35,6,7,3,0.00012076894,622,6351
"ESS11e02",11,"2.0","20.11.2024",58642,"FR",1.0383371,1.6527253,3.184377,5.2629004,7,7,7,2,5,6,5,6,8,3,8,1,3,1,4,2,17,66,1,213,12,0,6,6,6,666,6,88,7,0.000117601245,602,6132
"ESS11e02",11,"2.0","20.11.2024",58708,"FR",1.0019609,0.9331471,3.184377,2.971492,8,7,6,1,8,7,8,7,7,2,9,1,3,1,2,2,69,1,4,313,12,0,1,1,1,45,6,8,1,0.00012187077,634,6230
"ESS11e02",11,"2.0","20.11.2024",58726,"FR",1.0065565,1.1667047,3.184377,3.7152274,3,5,2,1,3,1,5,3,8,2,7,3,2,2,2,1,61,1,3,313,14,0,2,6,1,45,6,10,1,0.00012131433,638,6377
"ESS11e02",11,"2.0","20.11.2024",58738,"FR",0.99532753,1.0128254,3.184377,3.2252178,5,5,3,1,5,0,0,2,1,2,6,2,3,1,2,2,55,66,3,321,14,1,1,1,2,38,6,6,1,0.00012268298,617,6402
"ESS11e02",11,"2.0","20.11.2024",58745,"FR",1.004374,1.2116749,3.184377,3.8584297,8,8,7,1,9,6,7,8,7,2,9,2,3,1,1,2,81,66,3,321,12,0,1,1,1,39,6,2,2,0.00012157796,638,6376
"ESS11e02",11,"2.0","20.11.2024",58749,"FR",1.0117729,1.0551609,3.184377,3.36003,7,6,5,1,8,6,7,8,9,2,9,1,2,1,3,1,36,1,3,710,19,1,1,1,2,40,2,9,1,0.00012068889,617,6395
"ESS11e02",11,"2.0","20.11.2024",58757,"FR",1.0070328,0.62619776,3.184377,1.9940497,6,8,5,1,8,6,4,7,7,2,8,3,3,1,2,1,76,1,4,321,11,0,2,6,1,70,6,7,2,0.00012125698,628,6266
"ESS11e02",11,"2.0","20.11.2024",58790,"FR",1.0009959,0.763493,3.184377,2.4312494,8,3,0,2,9,0,0,3,8,1,9,2,3,2,4,1,35,2,4,520,14,1,2,6,1,40,2,5,1,0.00012198827,637,6183
"ESS11e02",11,"2.0","20.11.2024",58854,"FR",1.0106914,0.7682489,3.184377,2.4463942,4,6,3,1,7,5,2,3,6,2,7,2,3,2,4,1,35,2,4,520,15,1,1,1,2,37,6,7,2,0.00012081803,624,6368
"ESS11e02",11,"2.0","20.11.2024",58860,"FR",1.0130249,0.7577354,3.184377,2.412915,5,7,0,2,6,3,0,3,3,3,7,2,2,2,3,1,36,3,4,323,12,0,1,1,1,40,6,5,2,0.00012053972,618,6253
"ESS11e02",11,"2.0","20.11.2024",58881,"FR",0.99144787,0.9032168,3.184377,2.8761826,1,2,3,1,0,0,0,3,1,3,3,3,2,2,2,1,42,1,4,313,12,1,1,1,2,43,2,8,2,0.00012316306,623,6308
"ESS11e02",11,"2.0","20.11.2024",58914,"FR",1.0030674,1.1131879,3.184377,3.5448098,1,1,1,1,8,1,0,2,2,2,9,3,2,2,3,2,53,1,3,321,15,1,1,1,2,35,6,77,2,0.00012173633,627,6287
"ESS11e02",11,"2.0","20.11.2024",58916,"FR",1.0103844,0.92046905,3.184377,2.9311204,2,6,2,1,7,3,0,4,4,2,7,2,3,2,3,1,54,1,2,313,14,1,1,1,2,42,6,7,2,0.00012085473,623,6295
"ESS11e02",11,"2.0","20.11.2024",58928,"FR",0.99363613,1.1414372,3.184377,3.634766,4,7,4,1,8,7,5,2,7,2,8,1,3,1,5,1,22,66,3,620,16,1,1,2,1,35,6,7,2,0.00012289181,617,6392
"ESS11e02",11,"2.0","20.11.2024",58942,"FR",0.9641682,1.1631696,3.184377,3.7039704,2,2,3,1,6,3,1,4,6,2,6,3,3,1,2,2,67,3,1,321,12,0,1,1,2,35,2,6,2,0.00012664776,630,6078
"ESS11e02",11,"2.0","20.11.2024",58963,"FR",1.010337,1.0827309,3.184377,3.4478233,2,5,2,2,6,5,7,6,7,2,6,3,2,1,2,2,79,66,3,113,5,0,1,1,1,60,6,4,2,0.0001208604,619,6338
"ESS11e02",11,"2.0","20.11.2024",58997,"FR",0.9924787,0.6405571,3.184377,2.0397754,2,7,4,1,5,4,4,4,2,2,6,3,2,1,2,1,68,1,2,720,15,0,2,6,1,50,6,9,2,0.00012303512,627,6389
"ESS11e02",11,"2.0","20.11.2024",59010,"FR",0.99974144,0.6800611,3.184377,2.165571,5,7,7,3,7,6,6,6,7,2,8,2,3,1,2,2,71,1,3,520,15,0,1,1,1,0,1,8,1,0.00012214133,637,6345
"ESS11e02",11,"2.0","20.11.2024",59011,"FR",1.0094073,0.9892048,3.184377,3.150001,8,7,4,1,8,5,6,6,8,3,10,2,1,1,2,1,89,1,4,113,12,0,2,6,1,48,6,4,2,0.00012097174,618,6254
"ESS11e02",11,"2.0","20.11.2024",59043,"FR",0.9952448,0.71573985,3.184377,2.2791855,5,6,6,1,8,7,10,6,5,2,8,2,3,1,2,2,63,1,4,520,14,0,1,1,2,40,6,8,1,0.00012269318,625,6324
"ESS11e02",11,"2.0","20.11.2024",59067,"FR",0.9892415,0.63504046,3.184377,2.0222082,7,7,5,3,7,5,6,88,8,2,6,1,3,2,1,1,58,66,5,710,16,1,2,6,2,40,6,4,2,0.00012343776,631,6239
"ESS11e02",11,"2.0","20.11.2024",59096,"FR",1.0046194,1.811385,3.184377,5.7681327,8,1,2,7,8,6,7,1,2,3,4,3,3,2,4,1,41,3,5,213,9,1,2,6,2,40,6,77,2,0.00012154826,637,6088
"ESS11e02",11,"2.0","20.11.2024",59128,"FR",0.99023914,0.77494895,3.184377,2.4677296,5,6,6,1,6,3,2,4,2,2,7,3,2,2,2,2,59,1,4,321,14,1,1,1,2,39,1,8,2,0.0001233134,631,6241
"ESS11e02",11,"2.0","20.11.2024",59155,"FR",0.99416184,0.73138845,3.184377,2.3290164,5,8,6,1,7,6,6,5,3,1,8,1,3,2,2,1,28,3,1,520,15,1,2,6,2,10,2,6,2,0.00012282682,629,6213
"ESS11e02",11,"2.0","20.11.2024",59179,"FR",0.9952448,0.78306925,3.184377,2.4935877,5,5,6,1,8,5,4,3,2,2,8,2,3,1,2,2,69,66,4,313,12,1,1,1,2,6,6,4,1,0.00012269318,625,6324
"ESS11e02",11,"2.0","20.11.2024",59193,"FR",1.0130249,0.6168956,3.184377,1.9644282,2,1,0,8,5,1,2,1,6,3,6,2,3,2,2,2,70,1,4,321,9,1,1,1,2,30,6,3,2,0.00012053972,618,6253
"ESS11e02",11,"2.0","20.11.2024",59214,"FR",1.0009959,1.1988533,3.184377,3.8176007,7,4,2,1,5,2,5,2,5,3,8,3,2,1,2,1,81,1,4,213,9,0,1,1,1,50,6,6,2,0.00012198827,637,6183
"ESS11e02",11,"2.0","20.11.2024",59218,"FR",0.9991207,0.6868544,3.184377,2.1872034,2,5,8,2,8,5,6,7,9,2,8,2,3,1,5,1,26,66,3,710,18,1,1,2,2,40,2,10,1,0.00012221721,618,6207
"ESS11e02",11,"2.0","20.11.2024",59223,"FR",1.0048445,0.94174325,3.184377,2.9988654,4,6,3,2,7,4,6,4,3,1,7,2,3,1,2,2,25,3,3,710,18,1,2,6,2,38,6,8,2,0.00012152103,628,6383
"ESS11e02",11,"2.0","20.11.2024",59228,"FR",0.9892135,1.8089427,3.184377,5.7603555,5,9,6,3,8,7,88,7,8,1,8,2,3,2,2,1,17,66,2,213,10,0,6,6,6,666,6,88,1,0.00012344123,617,6399
"ESS11e02",11,"2.0","20.11.2024",59231,"FR",1.0094073,0.86701405,3.184377,2.7608995,3,0,3,2,6,4,4,4,7,2,8,4,3,2,4,2,49,3,5,321,12,1,1,3,1,37,6,8,2,0.00012097174,618,6254
"ESS11e02",11,"2.0","20.11.2024",59274,"FR",1.0066766,0.64623284,3.184377,2.057849,4,8,8,1,7,6,7,5,5,2,7,3,3,1,1,1,60,66,4,520,14,1,1,1,1,50,6,8,2,0.00012129988,631,6240
"ESS11e02",11,"2.0","20.11.2024",59287,"FR",1.0011866,0.7877446,3.184377,2.5084755,5,7,6,1,8,5,6,7,6,1,7,4,2,1,2,2,62,1,4,321,13,0,1,1,1,35,2,4,2,0.000121965015,627,6289
